"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
401,51265,59783,29.576,982.78,740.05,0.14089
401,52761,62084,35.205,345.01,166.42,0.34919
406,52344,60896,31.319,278.95,115.23,0.41535
406,54019,61864,36.198,367.87,223.05,0.24507
408,51249,59780,37.026,908.69,982.63,-0.039094
408,53989,60593,30.4,1458.8,904.07,0.23479
409,53659,60534,22.994,1171,427.72,0.46492
410,51284,59868,26.149,929.01,925.85,0.0017012
412,53361,61008,36.286,300.95,488.28,-0.23736
413,51256,59793,21.326,2175.8,1111.2,0.32387
414,51321,59838,23.122,1045.1,577.43,0.28823
415,51280,59850,24.601,632.74,390.98,0.23616
416,51316,59860,21.771,797.59,349.65,0.39045
416,53888,61246,25.782,1352.1,865.8,0.21924
417,54044,61430,7.98,1428.5,662.9,0.36606
418,53989,61477,7.6591,1666,912.67,0.29214
419,54120,61448,21.753,488.62,192.13,0.43553
420,53860,60912,38.945,1116.5,597.05,0.30315
421,51268,59796,23.305,1920,1244.9,0.21331
422,53496,59829,19.511,482.91,512.69,-0.029914
423,53171,61849,31.734,834.61,230.38,0.56735
423,53352,59811,33.27,610.63,280.62,0.37028
423,53485,59773,34.049,611.6,235.99,0.44316
429,51266,59874,27.359,1172.4,1170.5,0.00082105
430,51317,60008,32.987,438.22,457.34,-0.021343
431,51341,60066,36.295,488.03,377.24,0.12804
432,51329,59872,26.894,535.77,366.13,0.1881
432,52665,61671,30.182,755.51,445.16,0.25848
432,53593,60684,29.973,236.38,101.68,0.39845
433,52280,59340,36,888.95,610.66,0.18557
433,52131,60336,20.564,381.8,406.2,-0.030965
433,53626,60644,26.348,298.17,134.07,0.37966
436,51302,59833,25.102,544.61,434.73,0.1122
436,53710,60066,30.33,684.69,423.97,0.23516
438,53406,60039,27.773,194.68,151.82,0.12369
441,51278,59810,28.2,726.38,586.56,0.10649
442,51210,59892,20.822,1023.3,441.12,0.39753
443,51305,59912,14.87,1037.1,461.36,0.38423
445,51266,59841,30.246,616.32,491.9,0.11227
446,51839,61820,34.932,528.24,337.23,0.2207
447,52598,60752,31.307,361.77,232.17,0.21819
451,53666,60356,27.658,495.63,404.17,0.10164
452,53856,61060,25.552,1035.6,666,0.21719
454,51287,59806,36.739,591.27,398.95,0.19422
455,51265,59963,32.136,769.66,685.11,0.058118
457,52828,61191,20.616,747.9,280.21,0.45491
458,54124,61969,25.235,985.12,559.12,0.27587
459,53309,59247,36.506,358.15,196.51,0.29141
459,54083,62087,25.48,879.53,529.26,0.24863
460,51211,59763,19.942,1175.1,335.44,0.55586
462,51294,59829,12.821,1187.4,536.54,0.37753
462,53453,60561,36.671,350.01,246.04,0.17443
463,51368,59911,17.953,1438.5,741.36,0.31981
463,52679,61985,35.154,785.1,317.54,0.42403
464,51330,59846,22.118,577.33,391.85,0.19138
464,51252,61425,26.944,1007.2,393.36,0.43828
468,52734,61989,29.374,434.98,209.02,0.35088
470,51236,59870,11.159,2771,461.3,0.71457
472,51270,59862,11.782,3591.9,1225.7,0.49116
473,51313,59859,12.969,2554.1,962.31,0.45267
473,52028,61970,34.697,455.86,349.25,0.13241
473,54120,60387,29.342,280.38,193.39,0.18361
474,51312,59895,10.06,1978.9,687.89,0.4841
474,54002,61638,36.174,434.12,211.41,0.34501
475,51330,59887,21.047,574.24,349.39,0.24344
475,51990,61332,31.163,273.81,199.93,0.15595
476,51215,59808,28.651,328.46,599.31,-0.29194
477,51289,62057,25.113,600.63,306.37,0.32443
477,53716,60571,29.527,593.5,157.7,0.58015
479,53193,61251,22.378,657.65,126.65,0.67704
480,51226,59768,27.234,670.13,362.49,0.29792
481,51479,60959,28.545,557.78,464.04,0.091739
481,53246,59871,30.685,406.79,182.73,0.38008
482,53246,61120,30.304,253.82,358.25,-0.17062
483,53140,61210,37.445,346.76,617.11,-0.28049
483,53231,60091,21.991,558.99,290.52,0.31602
486,53446,61476,35.632,427.77,402.36,0.030616
489,52216,59982,27.356,469.41,217.16,0.3674
490,51264,59832,26.117,1467.5,1528.4,-0.020336
491,51275,59850,20.477,945.82,804.99,0.080437
494,53432,59548,33.141,439.52,115.28,0.58442
494,53733,61331,33.468,384.52,198.07,0.32004
495,52612,61059,27.929,351.89,349.85,0.0028962
496,51235,59764,37.184,711.99,851.59,-0.089286
498,51293,59893,17.11,1089.3,611.02,0.2813
499,51281,59857,17.879,1338.7,832.27,0.23329
499,53749,59301,38.357,530.34,464.78,0.065873
500,51268,59842,14.61,1459,592.07,0.42267
