"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
402,32900,60606,29.256,1185.8,473.68,0.42912
408,30544,61959,19.197,605.61,261.08,0.39753
408,31674,62111,33.476,490.68,458.09,0.03435
408,32335,60606,31.285,479.87,411.27,0.076983
412,30857,60463,29.801,313.49,319.08,-0.0088372
412,31444,60745,35.127,337.96,147.11,0.39345
412,33011,60280,26.502,494.41,121.75,0.6048
418,30275,60841,32.822,479.35,134.49,0.56181
418,32862,60262,32.213,645.33,485.72,0.14111
419,32114,59289,31.971,675.09,587.75,0.06916
420,31318,60544,35.064,663.58,277.77,0.40985
421,31197,60473,28.672,437.4,173.33,0.43239
423,30989,61866,34.38,442.93,546.32,-0.10451
425,30350,61908,28.67,391.49,329.88,0.08541
425,31713,62063,23.516,1102.7,499.37,0.37659
426,30536,62016,17.845,998.39,763.46,0.13334
427,31571,61032,25.056,567.06,188.53,0.50098
427,32833,60630,31.837,946.91,326.94,0.48669
429,30775,61925,28.429,445.76,293.72,0.20561
435,32655,62082,29.555,790.13,892.77,-0.060993
436,30828,61845,25.025,687.42,369.46,0.30085
437,30511,61935,16.325,1065.4,505.67,0.35628
439,30328,60102,33.16,906.92,576.77,0.22252
439,32101,60377,31.317,781.63,376.47,0.34985
440,30403,60172,34.527,324.47,169.06,0.31489
440,32303,59130,36.117,628.44,352.44,0.28138
444,30891,61929,27.109,514.72,392.83,0.13431
444,32648,60276,33.077,642.28,434.61,0.19284
446,32265,61270,35.365,227.32,198.36,0.068028
447,31099,60168,32.669,646.06,343.4,0.30588
447,33100,62105,22.499,244.24,224.96,0.041099
448,31370,59377,29.781,1035.8,560.69,0.29758
449,31583,61853,31.777,539.3,260.09,0.34928
450,32808,60682,32.624,228.35,108.31,0.35655
450,32894,61886,31.215,656.83,363.6,0.28736
451,31308,61987,22.852,889.5,501.88,0.27858
451,32710,62004,36.347,881.16,498.97,0.27693
453,31377,60520,28.128,510.69,233.55,0.37238
455,31976,60982,34.377,436.21,279.12,0.21961
455,33076,59748,32.106,262.49,107.07,0.42057
456,31941,60832,33.078,619.23,408.4,0.20517
457,31682,61103,36.677,410.98,287.46,0.17684
461,32488,59555,40.462,797.77,290.22,0.46651
465,30271,59874,32.405,924.89,685.15,0.1489
475,32284,61526,33.894,349.68,309.94,0.06025
476,30781,62095,27.999,292.41,171.86,0.25966
477,32575,61668,26.068,393.63,139.43,0.47686
478,32251,59732,26.231,282.02,148.66,0.30967
478,32603,61341,31.962,668.16,394.95,0.25699
479,32973,59194,34.776,239.02,551.86,-0.39555
484,30975,60307,24.744,828.15,482.34,0.26388
