"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
401,36569,63156,35.294,512.67,246.7,0.35025
401,37972,63938,26.772,472.34,127,0.57619
403,38221,63043,27.326,708.51,142.4,0.6653
403,39110,63299,35.191,287.2,129.56,0.37826
405,39032,63379,36.652,189.39,162.9,0.075207
406,37372,64227,31.892,302.64,233.5,0.12896
406,37957,62353,27.098,420.51,255.81,0.24352
409,36369,62916,19.575,1546.6,1225.3,0.11593
409,38134,62548,27.055,827.54,567.06,0.18678
413,37754,63800,35.854,514.71,233.17,0.37644
416,36969,62116,32.799,779.51,635.97,0.1014
416,37303,63034,34.96,344.74,123.26,0.47326
416,37905,62522,33.596,486.79,368.96,0.13769
416,38692,64506,13.289,924.62,473.77,0.3224
417,36772,64823,36.187,867.59,707.45,0.10167
417,36878,62127,25.191,920.31,243.96,0.58092
417,37877,62459,31.19,626.73,372.27,0.25472
417,38618,64434,15.73,863.15,539.32,0.2309
418,36542,62999,27.418,467.11,150.03,0.5138
418,36811,62191,29.507,377.97,172.87,0.37233
418,37976,63386,32.678,456.09,282.05,0.23579
419,36734,63402,28.876,985.72,451.24,0.37195
419,38035,63092,34.779,598.97,274.55,0.3714
420,36226,64151,33.891,368.56,184.88,0.33188
420,36786,62780,30.294,1489.7,572.55,0.44474
420,36729,63104,18.115,1244.3,413.65,0.501
420,37485,64167,32.95,455.92,194.87,0.40112
421,36968,62835,27.192,737.09,356.08,0.34854
422,36471,64335,40.339,1028.8,296.63,0.55241
424,37882,63573,28.887,828.24,679.28,0.098807
427,36586,62493,23.978,887.21,277.33,0.52371
428,37925,63203,28.439,459.87,281.33,0.24088
429,38072,63256,29.632,783.76,623.86,0.11359
430,36627,63461,33.069,312.87,298.71,0.023157
430,36942,63492,34.822,270.24,319.61,-0.08371
430,37939,63179,29.38,869.85,834.82,0.020551
430,38322,63815,28.954,562.51,487.71,0.071228
431,38204,63032,27.085,321.52,155.4,0.34833
431,38333,64607,26.183,353.78,258.08,0.15641
431,38760,62237,33.313,1820.6,1015.1,0.28404
432,36493,63360,31.545,708.7,560.8,0.1165
432,39053,62219,27.568,744.95,343.72,0.36856
433,36462,63397,23.386,647.59,366.66,0.27698
433,38171,63161,26.327,657.02,408.57,0.23316
434,38105,64129,21.321,1199.9,730.65,0.24307
435,36323,63145,28.786,828.55,860.89,-0.019142
437,37747,63589,24.542,914.55,525.24,0.27039
438,36612,62850,35.561,319.85,275.01,0.075384
439,38837,63574,35.37,331.11,182.7,0.28885
440,36258,64106,17.228,1031.8,490.97,0.35517
443,36286,64923,34.335,303.25,144.48,0.3546
444,36806,62704,20.595,956,508.54,0.30552
449,36285,62527,21.938,869.4,622.85,0.16522
449,36282,64453,16.662,712.04,378.35,0.30603
451,38218,64414,22.738,1055.9,559.05,0.30763
451,39060,63127,17.624,1082.8,509.94,0.35968
452,39139,63118,33.657,463.47,215.87,0.36447
453,36414,62438,31.269,1088.1,221.39,0.66188
453,36585,63236,48.416,1325.8,628.02,0.35715
454,36599,63675,27.605,468.29,308.61,0.20553
456,37981,62396,25.719,740.89,320.54,0.39603
458,36773,63915,37.715,452.26,257.75,0.27396
460,37642,65046,28.282,321.69,179.13,0.28466
460,38684,62343,41.51,597.81,342.15,0.27199
462,37114,62983,28.848,554.75,184.34,0.50116
462,38518,64691,30.115,812.33,333.61,0.41776
462,38829,62699,31.108,370.31,284.53,0.131
463,38363,64643,25.417,968.97,364.3,0.45352
463,38708,62214,38.408,598.38,468.44,0.1218
464,36319,64295,38.198,588.91,167.63,0.55685
464,37162,62987,30.301,391.17,106.65,0.57153
464,38530,64242,28.303,1049.2,333.3,0.51781
466,37067,62939,31.317,268.85,125.7,0.36283
468,37586,62939,31.705,533.85,383.85,0.16345
468,38243,64589,28.805,389.55,373.13,0.021525
469,38384,64335,34.752,459.08,405.51,0.061956
470,36880,62990,23.62,665.7,240.45,0.46929
470,37464,63706,38.451,941.52,651.19,0.18229
470,38245,62675,30.987,742.13,411.54,0.28656
471,38639,64905,36.16,825.88,281.67,0.49136
472,37454,64979,37.092,331.67,260.42,0.12034
473,37376,65016,23.082,518.63,391.8,0.13931
473,37790,64239,35.028,1548.5,1318.9,0.080069
474,37027,62805,27.436,396.18,184.06,0.36557
474,37041,63560,25.205,832.74,903.13,-0.040553
477,36817,63307,28.757,607.48,118.03,0.67464
478,36959,63477,25.373,342.36,227.96,0.20059
478,37769,62199,29.754,357.75,218.43,0.2418
478,37794,64398,34.633,843.72,700.28,0.092901
479,37721,64328,19.618,950.93,716.32,0.14071
480,36428,62689,25.379,1060.3,441.44,0.4121
480,36948,64732,29.58,449.11,264.65,0.25843
480,38432,64213,27.981,886.96,433.67,0.34323
481,36754,62934,27.656,538.33,487.35,0.049706
481,37796,64527,31.987,115.28,443.39,-0.5873
482,36416,64131,33.886,501.91,240.88,0.35143
