"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
407,4936,76735,38.236,436.63,302.55,0.18139
408,4833.9,76699,31.282,327.26,108.93,0.50055
419,5962.1,76723,36.768,114.39,111.17,0.01427
422,3878.7,77333,32.371,1084.5,437.37,0.42523
429,4029.4,77267,14.925,1177.9,680.26,0.2678
430,5065,76283,31.167,1397.1,839.35,0.2494
437,4618,77972,36.773,441.27,341.74,0.12711
437,6215.9,78494,27.983,502.68,573.04,-0.065402
438,4790.2,78296,32.017,671.24,380.38,0.27659
440,4847.4,78726,31.783,251.34,110.83,0.38796
444,5125.3,78621,27.719,678.93,448.24,0.20466
445,4314.8,77398,25.269,583.15,255.47,0.39073
446,4419.8,77471,32.82,291.41,139.46,0.35266
448,5357,78543,36.029,467.77,303.41,0.21312
449,5382.5,76444,28.763,613.41,420.74,0.18631
451,4949.1,76178,27.976,1281.3,929.54,0.15912
457,4745.2,75869,34.71,452.04,359.82,0.11359
468,6228.6,78531,35.842,192.09,174.43,0.04818
469,5168.7,77733,31.717,281.87,106.47,0.45167
471,6209.7,76150,27.568,830.26,659.76,0.11442
472,4465,77937,29.812,371.17,245.21,0.20436
477,4092.5,77195,23.553,675.47,393.94,0.26326
493,5444.6,78242,32.503,232.42,128.4,0.28831
497,5523.2,78535,31.765,616.63,428.49,0.18002
503,5424.8,76233,34.776,412.12,171.64,0.41195
505,5382.5,76359,31.005,1342.2,1183.7,0.062765
506,4634.3,78014,29.589,449.32,141.37,0.52133
507,4268.6,76163,29.062,1525.7,825.6,0.29774
508,4332.3,76029,27.044,486.8,307.46,0.22579
511,4360,77364,34.367,644.62,363.18,0.27926
514,5903.4,76550,31.263,328.79,277.67,0.0843
519,5731.2,76473,35.305,210.72,209.99,0.0017274
524,3958.6,77202,23.972,447.42,213.36,0.35422
525,5718.4,76730,38.044,601.04,259.54,0.39683
526,6162.7,76942,27.366,538.78,285.9,0.30664
534,4609.7,75761,32.989,276.37,192.38,0.17918
541,5486.1,76998,37.548,337.85,298.51,0.061831
543,5393.9,76859,33.322,269.08,196.78,0.15519
548,6108.9,76326,33.427,407.06,197.75,0.34608
550,5993.9,76428,33.129,591.31,339.84,0.27006
551,6320.3,78548,32.407,329.55,120.8,0.46352
555,5832.9,78524,29.44,183.02,106.73,0.2633
558,3868.6,77120,33.673,535.03,431.25,0.1074
560,3854.4,76761,40.265,828.68,638.36,0.12973
568,4047.5,77290,27.094,555.21,299.02,0.2999
572,5370.5,76028,24.633,798.93,441.09,0.28858
576,5105.2,77868,32.515,206.17,107.98,0.31257
579,5212.6,77750,34.651,1078.8,476.81,0.38697
586,4634.7,77860,34.698,389.06,100.94,0.58801
590,3748.3,77160,37.133,645.66,695.28,-0.037001
593,5001.3,76268,24.837,705.04,534.92,0.1372
597,4166.9,77202,24.678,461.13,220.25,0.35352
598,4015.6,77244,21.147,762.61,388.43,0.32508
599,3958,77192,21.223,986.28,646.06,0.20843
603,4099,76844,36.505,428.04,268.11,0.22974
608,5442.5,76185,35.248,487.4,312.02,0.21939
609,5468.6,76020,22.128,369.27,211.98,0.27059
613,5647.9,75866,33.545,204.32,122.12,0.25182
616,5258.7,77995,28.095,636.65,314.17,0.33916
617,5231.7,77730,39.122,916.7,404.78,0.38738
625,4990.3,76115,28.813,379.56,238.85,0.22753
631,5502.1,77778,32.396,454.88,332.81,0.15498
635,3926.1,77445,33.131,854.82,297.84,0.48321
636,3887.2,77297,35.961,249.48,173.07,0.18083
638,6353.5,78685,19.368,478.05,236.9,0.3373
639,5987.6,78201,31.214,414.03,102.56,0.60292
639,6343.3,78520,25.635,302.88,169.82,0.28148
641,5759.2,78694,30.052,530.32,163.82,0.52799
643,6010.5,78549,30.39,264.94,107.54,0.42258
645,6077.1,77742,30.348,755.79,460.11,0.24318
647,4502.6,77383,33.938,525.83,365.22,0.18025
649,5409.7,75897,32.342,398.09,253.44,0.22202
650,5397.1,75833,30.143,594.13,335.74,0.27788
653,4822.1,78457,32.032,232.51,118.25,0.32574
655,3950.6,77163,30.782,398.96,343.91,0.074106
660,5459.9,78415,24.667,279.94,208.8,0.14556
661,5893,76683,21.714,1075.6,547.45,0.3254
662,5731.3,78179,36.563,293.17,129.54,0.38711
663,5889.1,76908,34.881,613.91,482.83,0.11951
666,5752.7,78310,31.762,297.03,201.74,0.19105
670,5052.5,75863,33.224,305.26,233.6,0.13298
672,3848.9,77108,35.532,990.34,778.71,0.11963
673,5542.4,76445,35.142,254.98,188.52,0.14984
673,5770,78490,32.893,387.73,555.27,-0.17767
675,5562.8,78550,32.111,272.32,152.63,0.28165
676,4526.7,77433,26.483,820.17,633.17,0.12867
676,5418.6,76686,30.523,277.39,204.8,0.15053
677,4538.9,77415,41.741,873.37,736.88,0.084764
680,5569.3,77800,32.946,539.21,364.35,0.19353
683,4979.1,78354,36.12,981.58,505.95,0.31974
685,5869.7,78427,30.366,448.43,104.19,0.62294
687,4664.8,78152,35.825,378.88,278.44,0.1528
688,5799.4,78568,25.617,756.53,452.5,0.25146
690,3849.5,77290,27.157,459,312.39,0.19006
692,4517.4,78096,34.281,701.04,297.52,0.4041
694,3856.1,77416,33.54,790.34,422.51,0.30328
694,5609.9,76664,31.906,822.1,505.1,0.23885
697,3539.2,78497,40.908,737.77,567.52,0.13043
709,6363.4,78290,35.53,470.83,496.72,-0.026761
716,4734.9,76506,34.011,533.34,151.07,0.55854
717,5623.6,78597,27.132,428.63,217.06,0.32765
718,3991.7,77163,33.535,291.08,308.88,-0.029678
718,5337.2,75868,32.969,399.83,269.93,0.19395
720,3937.6,77158,19.318,1073.7,709.41,0.20429
721,5228.7,76326,36.278,1105.6,556.81,0.33013
723,6194.5,75846,39.081,675.14,309.29,0.37163
735,5112.6,77940,31.258,427.53,345.31,0.10638
737,5308.7,76162,27.143,756.67,644.74,0.079868
737,5790.9,76421,33.923,316.26,207.44,0.2078
746,4692.2,78406,39.56,1085.4,674.01,0.23381
748,4570.9,77516,33.748,618.14,506.52,0.099247
751,6397,77041,33.891,300.37,186.88,0.23292
755,3768.8,78563,35.327,266.45,309.64,-0.074971
758,3453,78685,33.384,329.68,238.04,0.16142
761,5526,78223,31.58,211.36,249.15,-0.082049
766,5494.5,76087,33.926,827.4,465.98,0.27944
766,6118.7,76507,32.772,569.44,444.98,0.12268
767,5008.5,75777,33.612,466.15,198.08,0.40359
768,5678.3,76220,28.553,938.92,415.34,0.38661
771,4035,77143,36.888,287.94,454.48,-0.22431
777,4546.4,77510,26.413,685.64,197.29,0.5531
781,6333,77334,35.116,541.33,641.86,-0.084965
782,6407.8,77158,29.81,535.45,292.72,0.29309
786,4778.9,76083,22.175,1270.5,693.21,0.29397
792,6152.9,78690,36.178,539.13,245.2,0.37475
795,5981.8,78237,28.494,413.61,401.49,0.014874
796,6380.6,77876,28.733,370.44,235.15,0.22339
806,6093.3,78249,26.946,248.95,111.67,0.38066
809,5578.4,78537,33.197,506.97,222.82,0.38937
813,4048.2,77318,26.648,743.65,555.43,0.14489
814,5532,76797,22.674,1359.6,932.86,0.18615
818,5440.5,77663,31.46,357.46,123.85,0.48538
818,5499.4,77211,35.415,279.02,117.73,0.40652
821,5418.6,76297,19.377,672.34,286.02,0.4031
825,4214.3,77117,36.029,300.01,412.19,-0.15751
826,4031.9,77262,24.925,1418.2,749.98,0.30818
834,5822.5,78540,23.543,472.49,247.27,0.31292
839,4993.9,76059,30.313,578.49,374.19,0.21445
845,5048.5,77075,26.316,995.91,337.5,0.49378
846,5137.6,76465,32.565,243.89,169.96,0.17866
850,5405.4,76220,21.455,1348.6,717.66,0.30534
850,5439.6,78549,23.176,282.81,152.26,0.30008
853,3927.5,77292,28,914.98,524.06,0.27165
855,5534.2,76700,34.577,309.03,216.51,0.17604
860,5041.4,76232,23.801,498.7,360.04,0.16147
861,5330.3,77294,34.296,662.62,435.49,0.20684
863,4913.4,76539,26.954,246.62,195.28,0.11618
867,4789.6,78622,35.307,176.06,115.84,0.20629
867,5360.9,76796,36.095,618.5,177.56,0.55391
871,5237.5,77231,37.554,926.94,276.8,0.54011
876,5569.7,76582,34.495,634.17,410.24,0.21441
881,5953.4,77628,34.263,183.38,130.13,0.16984
882,5301.7,76246,37.417,361.56,246.56,0.18911
884,4259.6,78363,34.058,398.72,192.59,0.34861
885,3567.2,77548,38.758,471.5,437.11,0.037846
885,4930.7,76019,39.083,427.44,254.61,0.25339
886,4048.9,77208,31.398,511.48,234.87,0.37062
887,4089.6,77318,23.865,702.75,596.79,0.081541
888,5147.3,77604,36.394,366.75,243.58,0.2018
891,3867.7,77329,29.73,743.07,552.47,0.14712
903,4345.3,77844,37.069,458.23,142.74,0.52496
908,6103.9,76506,33.574,277.44,106.91,0.44368
912,4929.3,76230,27.263,1392.9,637.97,0.37173
912,5168.2,76336,39.157,1371,566.05,0.41556
915,5394.1,78295,40.861,432.29,259.96,0.24894
918,4179.4,77295,27.251,454.46,363.3,0.11148
926,3696.2,78217,35.222,448.75,348.09,0.12633
926,5456.2,76477,35.212,528.68,297.84,0.27929
927,4879,76182,24.86,1910.1,618.61,0.51073
933,5309.4,76209,35.68,354.64,410.21,-0.072658
935,5602.3,78074,35.753,308.2,268.49,0.068865
941,4935.4,77316,33.326,635.62,183.58,0.55181
943,5529.3,78634,32.315,444.45,390.88,0.064131
949,5276.5,77662,27.166,693.72,291.12,0.4088
950,4973.6,77105,34.469,625.25,323.01,0.31873
957,3950.1,77112,20.466,643,499.77,0.12533
960,4128.4,77155,30.908,209,121.29,0.26555
961,4273.3,77232,25.672,519.59,341.32,0.20707
964,4020.2,76296,31.429,341.62,237.58,0.17963
985,5549.5,76566,27.598,622.92,420.12,0.19443
988,5080.6,78075,37.628,266.65,132.4,0.33643
994,4028.9,78203,33.644,784.43,182.9,0.62185
994,5695.8,78163,33.607,646.33,354.06,0.29215
999,5390.5,76753,36.172,847.06,454.02,0.30209
1003,5544.2,76967,35.396,264.57,163.87,0.23504
1005,3803.5,77362,29.085,470.42,252.35,0.30171
1008,4893.6,78088,33.633,254.42,162.83,0.2195
1010,4181.8,77316,38.162,857.62,577.02,0.1956
1010,4352.7,78693,29.013,678.76,416.54,0.23941
1011,4462.2,77488,32.07,565.63,397.64,0.1744
1012,5561.4,76187,29.207,690.41,467.88,0.19212
1013,5404.1,76428,38.189,398.86,196.03,0.34096
1015,4156.5,77154,37.455,542.4,316.27,0.26335
1015,5520.1,77718,29.21,465.1,195.3,0.40853
1016,4068.8,77269,22.785,727.99,411.49,0.27776
1017,4237.4,75965,33.745,432.94,752.91,-0.26983
1018,4277,76287,35.676,252.63,176.05,0.17862
1020,5631.1,78646,29.064,476.79,320.17,0.19652
1021,3687.8,78230,21.427,545.6,402.53,0.15089
1051,5930.5,78192,21.618,662.96,340.56,0.32127
1052,5934.8,78275,20.85,533.17,540.54,-0.0068634
1054,3641.9,76973,32.697,242.25,203.41,0.087152
1058,4698,77884,38.392,561.7,432.42,0.13004
1063,5373.7,78250,34.53,1125.6,711.77,0.22524
1064,5504.3,78303,29.485,794.57,620.92,0.12268
1065,4779.1,75832,33.332,832.06,435.77,0.31257
1072,6137,76503,36.48,632.23,250.1,0.43309
1073,6023,76623,33.092,207.73,105.75,0.32532
1075,5997.7,77497,37.048,454.9,143.23,0.52107
1078,5481.3,76180,18.591,1186.8,928.5,0.1221
1091,5981.2,76549,29.778,584.09,518.87,0.059133
1094,5741.9,77129,31.376,286.8,130.12,0.3758
1095,4777.1,78332,35.168,416.37,161.34,0.44144
1101,3766.3,78483,35.202,384.2,201.83,0.31119
1101,6132.7,76747,28.843,224.22,103.7,0.36753
1105,5990.9,78042,35.871,348.46,282.75,0.10409
1108,4108.9,77217,32.102,329.96,126.53,0.44565
1109,4079.6,77176,36.792,451.47,426.16,0.028832
1110,3825.9,77851,28.801,170.98,184.51,-0.038056
1112,3902.6,75863,36.914,554.66,245.32,0.38669
1112,4378.3,77411,35.965,501.01,374.08,0.14505
1115,4602,75830,34.601,422.07,414.1,0.0095317
1119,4039.8,77620,35.245,291.3,135.36,0.36549
1119,5990.4,76415,31.794,470.28,335.24,0.16764
1122,4015.5,77671,27.614,1477.8,1061.1,0.16413
1123,3949.7,77301,25.815,784.29,522.35,0.20047
1133,5754.6,78586,24.092,383.52,186.49,0.34565
1137,4301.4,76295,29.007,1273.8,925.55,0.15833
1139,5226.4,76371,30.404,522.86,438.48,0.087771
1140,5388.5,77118,35.539,544.54,285.38,0.31227
1143,5044.6,75758,33.511,1019.8,534.77,0.312
1144,4271.6,75894,33.689,875.58,781.68,0.056656
1147,4479.8,77827,35.18,501.77,265.8,0.30742
1149,5907.7,78571,23.879,359.09,326.16,0.048056
1151,4026.8,77016,31.374,230.79,263.61,-0.066378
1153,6306.3,78155,33.612,791.73,846.61,-0.033501
1155,3804.4,77310,26.852,1080,764.75,0.17091
1155,5685,78465,30.131,868.09,788.02,0.048348
1157,5092.8,78471,30.023,520.2,290.62,0.28315
1160,4013.4,77174,25.677,532.22,224.09,0.40742
1164,3825.2,77208,36.04,295.08,164.2,0.28497
1166,5241.1,76487,37.386,512.92,475.73,0.037614
1168,5037.6,76302,29.164,695.16,467.83,0.19547
1173,6389.8,78240,30.687,266.83,269.43,-0.0048447
1174,5748,78491,32.443,221.49,182.44,0.096656
1176,5914.1,78196,29.614,205.96,192.55,0.033643
1177,6101.8,78163,22.085,743.04,495.34,0.20002
1178,5981.7,78155,25.58,479.95,380.03,0.11618
1185,3870.2,77425,26.657,512.69,259.45,0.32796
1186,4036.2,75799,34.1,664.06,531.57,0.11082
1187,5170.4,76503,24.5,1103,507.13,0.37007
1188,4513.6,75917,27.517,1164.8,648.84,0.28449
1189,5784.4,78717,33.485,355.94,420.58,-0.083236
1193,5237.4,76048,30.55,430.48,134.32,0.52436
1194,6106.6,78520,31.849,324.73,117.15,0.46977
1196,5901.7,78422,30.981,678.21,828.03,-0.099462
1198,5679.7,78579,26.924,489.93,419.33,0.077651
1199,3616.5,77137,30.68,1244.8,990.56,0.11374
1210,5991.7,78197,11.529,952.96,772.48,0.1046
1212,5982.5,78147,25.027,691.03,642.48,0.036406
1213,5994.6,78245,33.685,436.34,142.85,0.50674
1214,4592,75823,30.416,244.96,179.36,0.1546
1214,6010,78174,24.58,488.71,196.81,0.42582
1215,5936.4,78202,19.21,698.94,512.04,0.15433
1216,4506.9,78297,32.866,227.82,192.21,0.084775
1216,5926.9,78211,22.349,540.31,482.98,0.056026
1217,5204.1,76388,30.112,1494.2,679.36,0.3749
1218,5730.3,76860,26.775,1148.9,674.03,0.26048
1231,3936.2,77340,24.873,429.56,293.82,0.18764
1231,5347.4,76301,20.782,516.66,264.7,0.32245
1232,5267.3,76357,38.995,1031.1,695.8,0.19415
1233,5240.6,76381,34.624,735.88,469.24,0.22125
1238,3757,78002,33.238,371.37,264.86,0.16741
1239,6417.3,76397,32.885,217.96,185.13,0.081449
1240,3894.3,77194,37.468,443.23,295.11,0.20061
1242,6225.1,77977,35.723,275.35,129.15,0.36144
1248,5461.8,78480,34.059,297.43,242.64,0.10146
1252,5223.1,76337,30.548,521.34,372.19,0.16692
1254,5297.8,76678,36.267,433.25,158.04,0.46543
1257,4304.8,78634,34.662,408.47,378.16,0.038523
1258,6050,77354,33.723,556.69,220.2,0.43312
1262,6222.3,76620,35.628,651.03,517.44,0.11433
1268,6416.2,77996,32.952,316.27,208.44,0.20552
1270,6024.5,77910,38.502,550.12,280.15,0.32516
1271,4608.3,76352,29.055,493.16,395.27,0.11019
1272,5240.1,78103,37.672,436.82,312.83,0.1654
1277,3960.2,77298,30.613,947.06,627.99,0.20258
1279,3647.3,77268,34.933,696.39,643.34,0.039593
1280,4223.9,77286,38.36,489.92,172.83,0.47844
1282,4670.5,77734,34.573,407.44,102.42,0.59824
1283,5983.5,77326,30.54,157.39,110.04,0.17706
1286,5052.1,76182,32.934,632.32,338.05,0.30325
1286,6194.8,76798,34.876,239.98,133.57,0.28487
1288,6289.7,76975,35.165,282.08,108.47,0.44451
1289,5511.3,78520,31.938,296.15,239.9,0.10494
1291,5409.5,78525,33.857,568.71,572.67,-0.0034695
1293,5937.6,76548,33.763,285.72,131.28,0.37035
1298,4114.3,76095,29.957,359.63,243.52,0.19251
1300,5387.8,77955,27.801,295.08,270.29,0.043854
1303,4650.8,76442,32.197,496.26,242.98,0.34262
1305,4304.2,78430,32.682,908.69,545.71,0.24958
1314,5187.3,76028,34.127,283.63,208.45,0.15278
1316,5546.4,77039,30.345,909.27,576.05,0.22434
1321,5483.7,76355,25.808,640.68,365.94,0.27294
1322,4491,76155,34.168,346.19,120.72,0.48289
1326,5744,78527,34.856,458.18,228.42,0.33463
1329,3896.7,77358,36.461,793.45,397.88,0.33204
1331,5345.9,77916,28.843,579.01,320.19,0.28783
1332,5695.4,76324,30.846,416.77,106.05,0.5943
1333,4430.8,78541,34.664,422.07,409.14,0.01555
1335,4329.8,78637,36.336,583.57,299.76,0.32129
1336,4339.8,78422,30.553,863.98,577.79,0.19851
1336,5948.6,78268,31.607,297.77,158.09,0.3064
1337,5541.8,76671,30.752,618.16,334.79,0.29736
1341,5600.3,78571,21.94,656.11,541.88,0.095348
1347,4778.3,75951,30.33,511.62,350.79,0.18648
1347,5311.6,76802,32.957,406.06,141.09,0.48426
1358,5733.4,78643,20.321,653.57,306.05,0.36214
1364,5517.9,77207,28.328,989.22,856.86,0.071695
1364,6001.9,78150,36.207,265.55,146.73,0.28821
1365,4440,76246,32.394,156.66,110.45,0.173
1365,6024.4,78170,19.419,407.98,228.81,0.28138
1366,5732,76970,33.947,748.2,570.36,0.13487
1366,6041.6,78178,20.694,326.67,263.05,0.10788
1367,6015.2,78179,19.206,500.55,442.98,0.061019
1367,6357.5,76637,31.491,898.48,507.83,0.27779
1369,5997.5,78187,18.491,360.34,310.8,0.07381
1370,4186.7,78341,30.852,725.84,624.09,0.075368
1371,4801.7,77699,32.006,505.02,397.91,0.11863
1372,3893.6,75865,34.746,363.7,245.68,0.19366
1387,5225,76330,35.077,504.65,304.22,0.24778
1389,5246.3,78603,29.052,288.37,128.07,0.38493
1390,5729,78686,29.033,386.86,208.71,0.29911
1397,4338.1,78677,30.527,1146,626.26,0.29325
1398,6126.7,76051,31.885,521.33,355.26,0.18945
1399,6354.7,76783,29.254,216.1,106.64,0.33918
1401,5971.2,76738,33.307,729.86,399.1,0.29298
1402,5929.6,78339,37.737,240.22,200.36,0.090451
1405,3972.6,77542,27.572,640.92,287.31,0.38096
1406,4021.2,77463,38.352,391.8,181.64,0.36649
1413,4092.3,77127,34.907,166.18,158.75,0.022852
1414,5293.2,76862,32.36,280.53,232.04,0.094587
1421,4581.4,77449,34.473,474.25,263.6,0.28549
1423,5478.8,76103,30.553,215.59,170.83,0.11582
1428,6401.3,78489,33.62,404.06,135.86,0.49674
1432,3986.1,77246,34.727,514.54,338.25,0.20672
1432,4655.3,75809,22.896,297.42,204.83,0.18434
1434,4446.6,77542,33.18,170.52,178.86,-0.023892
1437,6039.6,77371,28.385,504.57,294.15,0.26344
1438,5928.5,77574,33.065,852.41,431.8,0.32752
1438,6125,77597,39.096,553.95,318.22,0.27028
1440,5439.5,77829,31.679,404.91,244.56,0.24689
1441,5282.3,78178,31.134,931.1,492.91,0.30771
1441,6038.3,76087,37.366,281.7,152.9,0.29638
1446,6202.6,76047,23.052,521.88,334.14,0.21933
1448,6287.4,76163,31.937,859.69,638.15,0.1479
1451,6068.4,77706,34.865,259.13,100.95,0.4393
1453,4672.8,75727,36.66,248.65,127.34,0.32264
1460,6066.1,78618,35.401,351.47,292.23,0.092042
1462,5895.9,78142,30.84,277.26,178.22,0.21745
1465,6228.3,76475,31.228,343.37,180.92,0.30983
1466,6127.1,78276,24.003,385.46,193.37,0.33186
1467,5493.7,76209,37.347,873.02,712.91,0.10095
1470,4915.1,77505,40.538,379.54,326.55,0.075053
1475,4060.8,77502,32.196,789.95,390.2,0.33873
1475,4554.2,75862,27.175,499.23,289.53,0.26586
1475,5547.1,78510,32.407,435.8,492.56,-0.061137
1476,4075.7,77289,33.169,347.16,177.07,0.32445
1481,5319.3,76156,34.17,501.53,336.1,0.1975
1481,6390.7,77421,35.733,308.91,241.23,0.12302
1482,5043.7,78663,39.177,522.56,265.4,0.32635
1483,5992.5,78096,23.254,395.7,354.53,0.054875
1486,5964.4,78262,18.978,829.36,539.21,0.21201
1487,5911.9,78238,33.694,495.37,314.51,0.22332
1496,6083.5,75772,36.221,251.07,142.66,0.27532
1497,5238.8,77930,31.329,301.17,176.95,0.25981
1499,5571,76230,24.329,843.63,504.55,0.25151
1500,4090.5,77357,25.861,712.7,509.83,0.16594
1503,3856.5,77474,29.923,271.22,352.04,-0.12968
1504,5711.7,76546,33.384,303.8,226.97,0.14475
1509,6017.1,76064,34.454,758.07,183.08,0.61094
1511,3964.4,77383,33.705,283.31,226.17,0.11216
1512,3872.1,77340,19.668,703.75,282.84,0.42664
1515,5082.6,76300,26.167,734.88,470.34,0.2195
1516,5964.3,77856,37.078,299.37,251.45,0.086997
1517,5947.6,77468,36.93,630.65,452.83,0.16411
1518,3500.9,76962,32.975,323.95,184.22,0.27497
1522,4536.4,77428,31.381,743.45,503.12,0.19279
1523,4144.5,77338,25.529,876.46,368.4,0.40813
1524,4143.4,77429,22.603,841.16,537.25,0.22048
1525,4215.6,77432,23.721,781.26,503.62,0.21608
1526,4184.9,77467,30.477,1014.2,916.93,0.050383
1527,3935.3,77298,25.548,499,226.29,0.37601
1532,5399.8,77722,29.554,1129.6,885.43,0.12119
1539,3925.8,77317,29.838,603.19,277.6,0.36965
1541,4011,77180,28.526,985.88,707.31,0.16452
