"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
402,40943,65137,24.816,469.09,120.28,0.59185
403,41070,65760,34.206,368.94,260.54,0.17221
403,41208,67436,32.725,487.73,203.67,0.41084
404,39840,65115,37.293,1094.4,824.17,0.14085
406,41217,67018,28.078,449.33,277.48,0.23646
407,40253,67555,17.202,484.87,114.79,0.61714
409,41072,66952,35.832,501.91,430.22,0.076906
412,40663,67899,30.045,828.2,570.81,0.18398
414,39387,66308,33.46,343.18,145.7,0.40394
416,39296,67156,27.855,444.56,437.96,0.0074797
417,40953,65850,36.089,438.65,605.31,-0.15964
418,41757,65140,31.093,546.9,164.24,0.53808
418,41973,65583,24.015,515.36,222.67,0.39658
420,41012,67878,24.979,667.11,398.42,0.25217
420,41535,65867,30.077,383.82,137.48,0.47254
421,39409,67147,31.315,349.28,440.4,-0.11539
421,40713,68048,26.926,591.39,465.2,0.11943
423,39228,67567,25.337,225.75,161.58,0.16567
423,40560,65427,28.741,451.3,360.74,0.11152
423,41002,65996,28.415,492.08,316.12,0.21772
424,40844,65369,34.942,1073.7,502.98,0.36196
425,41749,66332,33.185,397.59,251.37,0.22531
426,41278,67454,35.469,444.57,163.29,0.46273
426,41878,67715,23.825,402.54,138.77,0.48728
427,40742,68107,24.361,622.72,403.59,0.21351
427,41622,67027,36.805,820.66,575.09,0.17594
428,39298,66975,39.158,285.21,103.44,0.46767
431,42083,66713,30.155,403.58,460.69,-0.066086
432,39620,65308,25.734,660.88,377.13,0.27335
432,39647,67954,26.897,360.14,329.04,0.045135
432,41991,67430,30.045,713,714.93,-0.0013484
433,40029,67906,30.235,197.63,110.99,0.28075
433,40910,66742,28.318,450.35,187.05,0.41308
434,39966,67700,33.222,476.41,331.4,0.17951
436,41895,67125,18.32,1116.2,580.81,0.31548
438,40562,65228,35.278,516.65,333.54,0.21537
440,39973,67125,40.56,869.95,468.15,0.30027
440,41692,65131,28.145,919.07,561.16,0.24179
441,39926,66694,15.854,806.17,174.71,0.64378
442,40469,66967,25.166,463.81,142.27,0.53052
444,39918,68033,34.263,607.24,270.87,0.38307
444,40290,66582,33.747,342.48,360.13,-0.025118
445,41116,66477,34.868,266.61,297.31,-0.054433
445,42013,67791,35.539,583.77,570.28,0.011686
447,39707,67410,35.922,220.81,266.99,-0.094668
447,42082,67386,28.895,1146.5,660.31,0.2691
448,40263,68024,30.794,856.33,624.43,0.15661
455,40607,67691,25.94,1337.6,693.66,0.31701
460,41385,67647,34.261,444.66,214.97,0.3482
461,41512,67949,30.435,352.01,179.48,0.3246
464,40253,67867,31.669,253.9,255.11,-0.0023736
466,40906,66822,28.4,213.85,160.18,0.14348
467,41691,65516,33.266,328.18,159.58,0.34568
468,40910,67149,37.432,682.78,553.88,0.10423
468,41967,67872,33.114,510.14,351.35,0.18431
469,39805,67409,41.516,480.64,205.57,0.40084
469,40936,67008,32.88,415.48,410.67,0.005816
473,42102,66703,31.553,1438.5,1037.4,0.162
475,39433,67897,27.53,480.31,101.26,0.65177
475,41746,66758,28.909,905.7,228.75,0.59672
476,41515,66153,36.691,473.07,299.35,0.2249
476,41798,67014,34.356,1048.4,546.66,0.31455
477,39755,67003,33.552,732.2,359.5,0.34139
477,41971,67101,32.955,1191.4,585.02,0.34136
478,39635,67094,34.13,633.46,554.95,0.06606
480,40623,67653,35.718,332,101.76,0.53081
482,40470,65292,25.656,670.6,509.79,0.13623
483,41988,66997,30.177,200.42,185.56,0.038501
487,41052,68106,29.368,1113.1,555.34,0.33429
488,40494,65823,35.768,392.42,208.82,0.30537
492,40442,67949,22.937,591.03,314.75,0.30501
