"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,33947,60327,26.178,277.46,125.32,0.37772
406,36015,60791,35.447,502.67,293.69,0.26242
407,33509,61897,34.736,352.96,168.54,0.35362
408,33843,61677,21.335,1407.8,550.58,0.43771
409,34145,61467,26.96,1122.5,574.03,0.32329
418,35989,61416,25.894,641.26,402.01,0.22933
419,34130,60125,13.404,591.75,151.37,0.5926
420,33475,61418,25.572,987.07,193.64,0.672
426,34927,59908,19.227,296.73,439.91,-0.19436
426,35524,61360,30.934,797.9,582.41,0.15611
428,35777,61523,27.512,435.64,157.45,0.46907
429,34658,60921,30.666,644.69,438.35,0.19051
430,33419,60826,25.412,755.36,677.22,0.054545
430,35221,61358,25.968,462.69,276.62,0.25168
430,35314,59324,34.032,164.55,174.69,-0.029874
432,33873,60965,18.64,1061.6,630.84,0.25451
438,33454,61053,31.339,659.89,499.83,0.13801
439,35138,61880,31.555,366.08,362.47,0.0049557
440,35971,60949,30.01,347.47,145.08,0.41092
441,33390,61351,32.984,538.28,292.15,0.29638
442,36143,60831,31.655,505.53,271.14,0.30178
448,34181,61163,25.467,776.95,431.7,0.28565
449,34121,61279,14.109,1474.8,655.51,0.38458
449,36065,60277,24.494,490.86,226.54,0.36844
450,34048,61077,24.507,785.67,195.07,0.60221
450,36120,60274,17.993,448.72,396.36,0.061952
451,34451,59764,32.499,322.27,125.01,0.44102
456,34792,60994,28.287,711.35,379.32,0.30443
458,34722,61932,25.886,266.95,130.66,0.34279
460,35197,61341,27.512,358,360.21,-0.0030733
461,35262,61420,29.806,729.23,354.59,0.34567
463,34183,59619,35.625,587.77,299.23,0.3253
466,34836,59984,35.153,329.34,325.31,0.0061562
468,34090,61395,29.161,224,170.01,0.13703
468,35681,60724,32.751,843.22,197.1,0.62107
471,34302,61123,9.0595,920.06,523.68,0.27455
471,34370,62105,34.705,809.81,494.87,0.24139
472,34055,61304,32.19,870.53,631.79,0.15891
474,34198,60002,36.395,984.18,621.79,0.22566
476,34503,61591,34.197,315.27,157.74,0.33305
477,34127,61414,26.405,410.63,277.6,0.19329
478,34010,59704,36.355,691.66,237.97,0.48804
478,34094,61532,21.264,535.84,407.7,0.1358
479,33949,61406,23.004,593.87,483.77,0.10217
479,35435,59631,36.163,141,129.76,0.041486
479,36186,60844,31.41,766.96,303.07,0.43352
482,34474,59802,33.331,708.42,456.46,0.2163
482,35841,61915,36.75,1001.7,586.23,0.26162
483,35766,61772,25.46,557.61,274.87,0.33963
485,36068,61113,29.628,634.93,181.46,0.55546
489,34152,61827,21.404,575.44,239.27,0.41264
489,35976,60642,36.845,526.9,378.7,0.16366
491,33999,59501,33.129,401.82,295.06,0.15319
491,34264,61760,21.904,747.76,620.13,0.093305
491,36119,60482,28.689,515.64,289.65,0.28062
492,33785,61350,30.381,622.08,451.39,0.15901
492,33935,60486,36.667,968.81,519.15,0.3022
492,36039,60793,29.417,597.54,285.34,0.35362
493,33572,60741,18.765,937.03,492.88,0.31061
493,34795,59168,17.088,559.63,101.91,0.6919
494,33538,60501,26.189,978.56,500.53,0.32319
495,33992,61208,31.865,436.78,266.56,0.24202
496,34295,61139,36.582,616.12,619.07,-0.002386
496,36063,61230,33.215,274.97,211.38,0.13075
501,34772,60090,31.467,637.13,500.07,0.12052
501,35125,59124,37.254,275.72,111.67,0.42346
502,34946,59333,31.361,474.78,201.83,0.40342
503,34289,61596,21.192,1272,688.29,0.29778
504,34491,61648,27.138,818.61,474.66,0.26596
504,34746,59187,31.412,600.63,370.2,0.23736
504,36042,60696,31.435,604.04,332.5,0.28994
504,36149,61283,32.995,385.83,275.77,0.16634
506,34101,61083,20.877,546.46,501.33,0.043078
508,34699,60452,35.466,444.97,280.95,0.22595
509,34381,61867,23.856,655.47,207.1,0.5198
510,34252,61807,24.129,315.59,135.35,0.39971
511,34145,61437,29.881,453.27,150.07,0.50252
511,35211,61335,30.355,472.86,202.09,0.40117
515,33246,61577,17.079,2097.7,716.26,0.49093
516,33242,61410,31.881,890.16,550.03,0.23617
517,33956,60479,40.732,634.95,550.98,0.07081
517,35721,60576,36.337,412.52,385.22,0.034224
519,34920,61816,20.461,1178.2,826.54,0.17541
520,35081,61849,21.693,804.91,425.65,0.3082
523,33219,61345,32.057,714.25,353.43,0.33795
523,34583,61895,40.468,744.74,215.02,0.55193
525,33387,61550,25.437,1202.7,1311.2,-0.043153
525,35152,60056,24.928,549.46,407.03,0.14891
526,34983,60106,37.635,357.71,277.31,0.12661
527,34253,59453,35.066,407.08,190.63,0.36214
527,35058,59938,36.456,672.44,502.95,0.1442
528,33959,60459,36.766,304.15,111.34,0.46407
528,35039,60087,28.239,354.51,228.81,0.2155
529,34479,59363,32.4,324.19,179.2,0.28802
529,34863,60017,23.54,349.45,107.73,0.52872
530,33201,61376,35.229,493.53,125.81,0.59373
530,34791,60016,27.615,496.73,254.51,0.32243
531,35491,61354,29.817,428.91,283.63,0.20389
532,33700,59700,36.758,596.55,568.65,0.023942
532,34727,59917,27.446,267.43,191.21,0.16619
532,35649,61419,32.759,412.94,300.35,0.15785
533,33600,59486,25.92,360.72,248.55,0.1841
534,34953,60117,34.682,619.94,402.62,0.21253
535,34929,60087,37.657,411.13,345.62,0.086563
536,34985,59872,25.278,625.48,303.81,0.34615
537,33937,60440,29.391,1083.6,612.57,0.27771
538,33837,62001,26.694,686.53,295.66,0.39796
539,34904,59894,30.811,1014.5,403.11,0.4313
542,34450,60408,22.913,712.66,244.77,0.48869
542,34375,61384,28.035,764.2,474.72,0.23365
544,33609,61760,16.4,818.54,567.97,0.18072
545,33833,61237,32.791,567.64,611.36,-0.037083
547,34691,61978,27.381,393.28,153.99,0.43724
548,35283,60980,22.628,916,485.05,0.30759
551,33716,60714,27.929,1210.3,548.13,0.37656
555,33992,59487,33.215,301.73,283.92,0.030411
557,35302,61579,29.84,596.41,465.4,0.12339
560,34590,61816,25.235,691.26,270.05,0.43817
561,34587,61651,32.731,426.58,279.53,0.20827
562,33233,59601,25.343,303.04,138.53,0.37255
564,34024,59911,37.482,270.11,112.21,0.41301
566,33914,59223,32.596,453.94,296.88,0.20918
568,33540,61294,22.139,352.96,251.14,0.16855
569,33602,61311,33.097,338.45,321.16,0.026216
570,33255,60815,24.844,657.98,286.83,0.39283
570,33426,60193,33.95,510.02,372.88,0.15532
574,35744,61305,29.224,642,446.81,0.17927
576,34296,61280,24.536,656.47,364.91,0.28546
578,33667,60369,24.446,1069.2,636.93,0.25336
578,34732,61942,27.779,735.97,389.87,0.30741
579,33824,60332,25.55,523.06,127.44,0.60818
580,34849,61800,31.071,617.58,292.3,0.35749
582,34513,60781,37.631,495.12,331.71,0.19764
583,33400,61132,29.54,407.88,371.46,0.046728
587,35073,60358,30.136,233.26,168.75,0.16045
588,33483,61742,20.182,903.21,142.97,0.72668
589,33801,61703,11.208,860.87,147.65,0.70718
590,33202,61061,31.457,834.08,611.25,0.15417
592,35514,61752,28.877,969.77,589.18,0.24413
593,33459,59969,23.604,678.67,686.48,-0.0057167
594,33510,59700,30.214,252.7,200.66,0.11478
597,35031,62004,36.974,249.5,268.32,-0.036344
603,33596,59519,31.843,810.31,655.35,0.10573
603,34105,61606,29.26,827.97,810.98,0.010366
603,35965,60650,31.118,660.79,459.2,0.17999
605,34097,61313,24.183,337.29,203.12,0.24827
609,34184,61251,39.09,505.14,406.77,0.10787
610,33721,61986,27.464,686.96,785.65,-0.067014
611,33595,61837,31.563,1147.4,349.83,0.5327
611,34322,61644,26.831,272.04,158.61,0.26338
612,34618,60552,33.829,722.86,485.7,0.19624
614,35197,60517,25.418,402.52,162.63,0.42448
616,35204,61770,25.105,629.49,446.72,0.16983
619,34138,60975,26.814,616.55,258.64,0.40895
619,34171,61706,36.108,303.77,298.37,0.0089745
619,34897,61918,27.579,915.97,729.1,0.11359
619,35230,61262,31.625,390.25,218.81,0.28149
622,34187,61625,22.613,589.59,262.6,0.3837
622,35252,61573,22.47,336.9,402.94,-0.089255
623,34278,61579,25.599,916.88,648.2,0.17168
624,34823,61521,37.521,550.87,339.63,0.23722
624,35161,61601,32.677,394.7,339.32,0.075458
626,34262,61242,29.879,689.9,526.8,0.13405
627,35028,61683,27.437,607.01,176.05,0.55036
631,35828,61701,31.426,339.46,367.54,-0.039729
634,34469,60055,32.455,326.14,339.97,-0.020769
635,33210,59448,35.933,681.84,352.87,0.31793
635,35165,61938,30.715,550.33,340.8,0.23513
635,35763,60458,33.891,708.55,287.75,0.42236
636,34920,61767,36.3,448.15,447.65,0.00055452
637,33494,60332,36.963,935.67,556.58,0.25404
637,34743,61595,31.223,654,269.99,0.4156
638,33427,60701,14.787,550.29,498.33,0.049547
638,35390,61585,18.39,776.15,603.37,0.12524
639,35372,61745,21.615,508.72,213.79,0.4082
641,33305,61788,25.303,390.61,214.74,0.29053
642,33430,61671,24.785,971.61,381.47,0.43615
642,35861,61574,21.235,426.88,153.75,0.47039
646,34974,61261,32.189,435.16,297.48,0.18792
647,35876,60553,30.561,338.37,167.76,0.33708
648,33746,60713,31.007,699.6,556.05,0.11432
651,34436,60436,28.653,638.92,263.99,0.41524
656,33460,60671,33.876,196.24,214.86,-0.045301
668,34488,61452,28.423,1003.9,756.27,0.14069
669,34047,61313,18.474,679.81,111.93,0.71726
670,33383,61630,23.765,646.95,324.15,0.33241
671,35670,60660,30.257,1076.6,546.9,0.32625
675,34580,61788,35.908,485.66,210.5,0.39525
677,35154,61979,28.453,355.5,299.56,0.085409
