"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,9592.7,58196,28.684,439.59,173.29,0.43451
400,10845,55994,35.575,299.26,195.15,0.21057
400,11455,56639,18.859,468.95,441.14,0.030567
400,11564,57043,32.723,349.84,282.65,0.10623
401,9651.5,57861,22.854,496.62,230.56,0.36587
401,11494,56671,21.231,749.64,694.64,0.038086
402,9635.6,57754,29.392,429.6,240.43,0.28233
402,9930.2,57271,37.908,356.02,193.98,0.29463
402,11417,56588,20.897,583.59,460.26,0.11816
403,9911.5,57345,19.424,486,154.23,0.5182
404,11534,56689,36.035,278.55,317.08,-0.06469
405,8777.4,58175,41.392,271.42,240.17,0.06108
405,9643.6,57422,28.225,588.31,465.97,0.11604
407,9268,56730,33.207,389.99,131.27,0.49634
407,9436.3,55688,18.983,439.2,413.06,0.030679
408,9282.4,57786,31.444,424.4,344.59,0.10378
409,8723.9,55537,22.519,443.32,183.76,0.41392
409,10705,58046,27.872,375.28,255.13,0.19058
410,11513,57109,34.342,302.75,116.66,0.44369
411,11009,57741,27.136,554.87,197.26,0.47546
411,11618,57106,36.199,465.68,205.33,0.388
413,11065,56327,34.963,209.28,173.38,0.093828
413,11569,57019,33.522,639.11,283.32,0.38571
414,9710.9,56596,31.479,447.51,398.18,0.058325
415,8732.5,56170,30.422,322.71,170.36,0.30898
415,10570,57799,35.667,663.26,447.18,0.19459
416,10603,56465,13.993,521.21,489.16,0.031721
416,11133,56455,33.705,651.81,463.72,0.16861
417,9995.1,56055,30.65,501.17,294.59,0.25959
417,11628,56510,27.757,448.91,172.95,0.44378
417,11522,57162,20.942,643.76,217.75,0.49448
419,9157.1,57929,41.504,210.32,398.58,-0.30919
419,10555,55705,20.085,600.16,299.11,0.33477
420,9146.1,56058,26.802,376.21,195.4,0.31633
420,10403,57787,32.113,220.05,119.48,0.29622
420,10606,55890,37.418,373.97,200.75,0.30139
423,10769,56490,34.752,595.73,408.64,0.18627
424,10759,56258,24.488,300.13,142.17,0.35713
425,10876,56505,32.11,494.64,221.52,0.38137
426,10475,56654,30.439,410.55,299.77,0.15597
427,11053,57366,35.183,316.96,110.66,0.48243
429,8732.5,55565,21.655,698.3,306.59,0.38981
429,11608,58133,34.245,335.93,170.72,0.32609
431,10723,55673,15.978,814.59,446.77,0.29161
432,8785.3,57659,31.474,698.95,529.52,0.13792
432,10678,55828,23.076,551.37,384.28,0.17857
433,9211.2,55396,31.459,232.06,147.71,0.22212
433,10843,55795,32.466,520.73,298.14,0.27182
434,9180.7,56699,30.324,338.39,162.85,0.35021
434,10621,57650,11.984,816.19,391.18,0.35202
435,9164.5,56695,25.905,401.87,248.01,0.23675
435,10626,57682,12.517,1063.1,702.76,0.20406
435,11158,55863,29.399,378.04,142.37,0.45285
436,8854.7,56920,29.388,452.04,347.33,0.13099
436,9955.5,57717,37.222,774.02,735.17,0.025742
436,10616,57636,12.668,703.99,482.65,0.18653
437,10030,57548,18.909,789.24,408.77,0.31758
438,10011,57306,28.269,393.15,302.18,0.13083
439,9349.9,56992,42.003,593.84,493.79,0.091981
440,9591.3,57970,17.577,599.97,546.71,0.046441
441,9685.4,57976,14.771,636.42,592,0.036158
442,9755.1,58028,15.723,739.9,402.63,0.2952
442,10747,56534,26.601,484.79,270.53,0.28367
443,10479,55710,26.208,463.76,147.62,0.5171
444,10823,56529,33.91,429.33,316.53,0.15124
445,9562.7,57750,33.824,312.77,226.43,0.16012
446,9011.1,55559,24.361,593.93,397.39,0.19826
446,10103,55883,39.931,821.09,668.39,0.10252
447,8770.2,55720,20.264,817.86,549.35,0.19639
447,8940.7,58013,23.044,616.77,430.57,0.17778
447,11606,56036,36.622,340.39,240.19,0.17258
448,8671.3,55670,28.35,411.33,285.58,0.18044
448,10413,57013,28.99,459.4,371.16,0.10624
448,11336,56394,31.961,724.06,424.28,0.26105
449,8707.2,57867,19.457,671.92,369.83,0.28998
449,8869.7,55476,23.367,298.91,152.52,0.3243
449,10543,57223,43.744,685.94,505.67,0.15128
449,11665,57763,31.5,562.2,493.63,0.064938
450,8728.3,55546,27.442,227.5,153.56,0.19403
450,9020.8,57874,16.773,1978.8,1148.2,0.26561
450,10655,57792,30.366,189.8,123.01,0.21353
451,11115,56573,22.517,551.02,220.74,0.42796
452,9581.3,56239,27.809,214.09,190.1,0.059352
452,11100,56683,25.205,651.88,325.64,0.33374
453,11425,56714,28.197,269.2,110.52,0.41788
457,10754,57797,28.089,542.08,328.2,0.24575
458,8721.8,55633,22.714,512.69,269.69,0.31059
458,10687,56559,30.571,434.55,297.54,0.18715
458,10900,57643,32.012,656.08,527.14,0.10897
459,10483,57533,21.307,796.55,496.15,0.23238
459,10723,55635,15.043,750.18,408.75,0.2946
