"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,18185,30527,28.434,590.27,159.91,0.57368
401,18241,30404,19.728,577.1,302.47,0.31223
401,19228,30281,35.807,385.35,495.03,-0.12458
402,18322,30359,19.009,1356,536.54,0.43299
402,19690,28399,27.61,840.22,521.43,0.23412
403,18152,30445,18.476,891.98,566.48,0.22318
404,19161,29660,23.675,344.56,257.31,0.14496
405,20117,30102,16.345,867.02,520.6,0.24965
406,18995,30249,22.227,410.03,196.68,0.35166
408,19980,30136,33.719,586.87,445.75,0.13666
408,20565,30722,27.708,409.81,365.84,0.056694
409,20044,30015,32.894,201.29,223.16,-0.051517
413,19951,29626,23.994,534.21,274.93,0.32044
414,19662,29450,31.187,464.46,335.12,0.16176
416,17758,31328,30.71,328.2,265.62,0.10538
416,19937,30733,35.131,136.71,179.02,-0.134
418,18517,30886,29.077,568.53,336.8,0.25595
419,17704,31219,19.877,580.01,315.72,0.29505
419,18777,30774,19.234,1020.6,558.64,0.29253
419,20620,30690,26.201,594.6,499.81,0.086605
420,18584,29426,38.707,262.61,109.7,0.41071
420,18921,31151,18.986,1295.6,737.04,0.27478
421,18948,31145,30.019,357.12,107.1,0.53859
422,18941,31110,23.032,726.39,376.22,0.31758
422,20520,30844,32.542,527.77,426.72,0.10587
423,19097,31063,32.382,239.05,179.24,0.14298
424,19204,29548,23.725,780.42,748.53,0.020859
425,17950,29948,33.935,465.5,272.8,0.261
425,20243,30747,37.727,230.16,429.99,-0.3027
426,18829,28707,23.789,313.47,285.23,0.047172
427,18439,29895,30.48,317.39,173.94,0.29197
427,18917,28454,30.26,788.45,429.31,0.29492
428,17973,30781,28.61,454.38,170.16,0.45508
428,20345,30336,26.762,450.84,299.73,0.20132
432,18045,29498,18.604,1075.4,549.8,0.32341
432,18884,30101,18.903,555.84,379.66,0.18833
432,20547,30795,28.454,501.19,505.86,-0.0046375
434,18325,30219,24.212,960.67,1406.2,-0.18823
435,17849,28434,24.481,914.64,935.17,-0.0111
435,18162,30045,17.079,813.06,472.66,0.26475
436,18273,30159,20.216,751.66,290.81,0.44207
436,19941,30840,21.059,911.85,431.58,0.3575
437,19399,29923,18.093,1202.8,262.65,0.64154
437,20009,30709,30.163,271.45,177.44,0.20942
438,19096,30816,35.792,337.86,283.49,0.087491
438,19675,29927,33.836,544.35,154.78,0.55723
440,19344,29774,27.082,331.27,143.22,0.39634
442,19788,28812,26.766,611.84,463.95,0.13747
443,19963,30928,25.809,283.02,107.76,0.44849
444,18178,30163,28.087,888.24,682.77,0.13079
444,19352,29016,28.315,492.67,444.68,0.051199
445,17736,29522,16.34,1236.6,485.73,0.43596
445,18501,30150,22.834,867.16,368.59,0.40346
445,19367,30871,27.676,912.68,542.05,0.25478
446,17845,30141,24.365,963.47,571.67,0.25522
446,20294,28425,28.143,302.24,158.52,0.31191
446,20243,31102,33.767,242.9,214.05,0.063141
447,20054,31020,31.311,196.43,122.54,0.23163
448,17681,28914,30.047,300.77,133.42,0.38542
448,19271,29821,16.575,664.62,411.42,0.2353
449,19015,28515,25.916,1038.7,791.42,0.13512
449,18921,29651,25.017,1030.1,545.52,0.30753
449,19291,28583,31.422,1828,1316.2,0.16278
450,19345,28495,24.716,1166.6,783.87,0.19624
451,19362,29217,28.261,552.02,286.62,0.31648
453,19958,29337,34.286,372.81,189.56,0.32585
454,19186,28502,31.899,484.55,443.28,0.044479
454,19361,30803,24.016,561.76,404.37,0.16291
454,20401,30428,33.097,562.71,261.08,0.36614
455,19625,28474,29.957,609.63,703.42,-0.07143
457,17811,28581,26.215,778.46,349.73,0.38002
457,17950,31348,22.619,448.73,318.25,0.17011
457,19954,30772,26.622,587.57,477.35,0.1035
458,19878,29393,34.087,417.81,399.72,0.022127
459,18562,29793,22.196,433.54,252.34,0.26418
459,19906,29427,25.869,298.21,239.59,0.10901
461,17765,29728,27.587,510.09,363.54,0.16776
461,18905,28918,21.795,735.99,671.08,0.046129
462,19008,28587,20.905,475.26,213.9,0.37924
463,17941,29259,22.823,810.12,386.52,0.354
465,18938,28595,35.685,523.46,427.4,0.10102
466,19076,28700,23.627,387.15,309.11,0.11209
468,18762,30867,21.886,820.1,559.64,0.18878
469,18782,30578,16.068,1704.5,1001,0.26001
469,18910,29331,36.113,582.68,112.28,0.67688
469,20532,30558,26.582,1011,582.67,0.26877
470,18490,29462,42.952,830.67,218.21,0.58392
471,18865,29590,25.926,585.24,197.13,0.49608
471,20596,30471,28.128,970.59,704.98,0.15852
472,20315,30984,30.522,320.86,147.38,0.3705
473,18897,30127,27.217,831.43,432.33,0.31581
474,18956,29997,32.407,275.34,215.21,0.12258
475,18309,30025,37.351,506.96,364.74,0.16315
476,20632,28748,26.998,964.2,520.52,0.29883
477,20487,28945,36.025,415.73,143.59,0.48655
480,19897,28495,22.493,470.51,253.83,0.29914
481,19886,28614,24.062,903.04,351.37,0.43979
482,19896,28663,25.308,737.02,352.99,0.35231
485,17709,28569,26.827,526.39,159.12,0.53575
487,18286,30295,30.905,1085.1,594.11,0.29241
488,18420,30459,31.263,659.34,573.34,0.069761
488,19444,31306,33.274,322.46,126.49,0.43651
498,19971,28621,22.45,994.1,600.94,0.24649
499,17818,30532,22.85,851.61,321.13,0.45235
499,20125,28750,24.029,524.69,238.11,0.37569
500,17707,30548,22.052,379.19,276.14,0.15725
500,19558,29127,22.585,492.45,527.97,-0.034807
501,19550,29217,26.945,248.56,269.92,-0.041208
502,19114,29673,19.517,319.71,167.52,0.31235
502,20512,30426,26.434,475.06,284.87,0.25027
503,19287,29749,19.005,764.16,450.62,0.2581
503,19620,28857,26.332,1140.4,700.51,0.23895
504,20334,30841,36.338,306.59,121.95,0.43085
504,20496,29156,21.855,678.73,304.37,0.3808
505,20418,30821,19.063,810.21,480.12,0.25582
506,18104,30262,32.867,440.86,251.13,0.27418
506,19928,30403,30.212,458,198.9,0.39442
507,17886,29442,24.201,706.7,298.71,0.40579
508,20352,30017,34.44,471.47,124.24,0.58289
509,18404,31371,33.185,464.72,115.44,0.60205
509,20190,28757,19.87,517.02,176.24,0.49156
510,20319,28642,24.729,582.41,380.1,0.2102
510,20358,30223,27.043,289.31,118.04,0.42045
513,18261,30113,33.706,461.04,247.53,0.30133
513,20126,31107,25.524,909.59,745.59,0.099079
515,20499,30347,24.505,540.65,286.53,0.30722
516,20242,28807,30.768,575.92,266.41,0.36744
