"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,6170.1,61119,33.064,290.36,271.2,0.034123
400,7087.6,60562,34.103,361.95,288.63,0.1127
400,7540.4,60506,28.991,605.11,387.93,0.2187
400,8023.8,59877,30.458,420.22,191.66,0.37354
401,6963,59298,33.76,264.48,163.6,0.23566
402,6303.5,61068,36.197,215.95,239.95,-0.052656
402,7021.6,59299,27.775,309.43,158.95,0.32126
402,7130.8,60607,24.328,537.07,317.66,0.2567
402,7688.3,59268,30.943,311.9,256.84,0.096812
402,7966.8,60273,36.803,296.74,225.65,0.13609
403,6217.3,61165,36.059,205.26,178.89,0.068635
403,6977.8,59280,28.475,192.98,151,0.12203
403,7090.7,60602,19.2,675.82,521.59,0.1288
404,6263.4,61135,30.438,196.28,183.35,0.034057
404,7072.7,60691,18.454,711.25,539.27,0.13753
404,7400.8,59138,30.878,343.79,302.07,0.064608
405,7283.6,59386,25.751,308.65,175.69,0.27452
406,6739.4,58457,36.54,197.78,200.11,-0.0058448
406,6971.7,60093,24.002,284.6,213.26,0.14329
406,7235.1,59314,29.57,183.84,248.43,-0.14943
407,6899.7,60048,28.614,202.04,104.34,0.3189
409,7479.5,59365,22.146,367.26,111,0.53581
409,8129.5,60357,31.233,597.94,566.41,0.02708
410,6231.2,58657,22.251,367.02,152.36,0.41329
410,8650.4,60077,25.19,430.43,135.21,0.52192
412,6672.1,59827,37.502,182.55,136.5,0.14431
413,6175.1,58412,29.032,427.97,115.99,0.57354
415,6472.1,60509,33.745,300.2,171.53,0.27276
415,7397.5,60022,45.882,755.43,539.09,0.16712
415,8306.8,58443,28.914,359.2,171.12,0.35466
418,7349.5,60607,25.64,443.85,269.48,0.24445
420,5745.4,59240,31.358,321.39,341.8,-0.030769
421,7517.9,60296,35.712,352.08,366.35,-0.019854
422,7905.7,60550,33.528,215.18,139.99,0.21169
424,7199.6,59837,32.514,387.77,129.97,0.49794
425,5789.3,60689,25.795,224.81,369.72,-0.24375
425,7973.6,60031,28.172,268.81,162.41,0.24673
426,7331.6,58443,31.699,275.84,194.23,0.17363
427,6249.9,60200,31.101,654.71,343.96,0.31117
427,7227.9,60526,17.92,352.17,262.03,0.14675
428,7145.5,60593,25.075,870.32,357.77,0.41736
428,7560.4,61390,28.422,478.62,446.4,0.034826
428,8489.5,59882,38.531,738.68,722.66,0.010959
429,7732.4,61349,31.867,931.51,812.83,0.068039
429,8553.8,60048,22.599,1006,633.24,0.2274
429,8534.8,58759,26.586,491.51,188.86,0.44483
430,7019,60484,23.021,420.48,189.64,0.37835
430,8502.7,58650,28.762,521.35,304.85,0.26204
430,8539.2,60075,26.324,292.41,160.29,0.29186
431,6954.8,60503,25.843,440.86,214.04,0.34635
432,7362.2,58540,34.563,305.73,119.5,0.43796
433,8653.9,60776,18.501,975.31,522.13,0.30264
434,5930.9,59726,36.024,335.22,216.73,0.21468
434,7296.6,61377,23.806,637.64,274.73,0.39776
434,7509.2,59263,33.614,192.93,153.59,0.11352
436,8614.1,58760,20.432,861.77,599.91,0.17915
438,8478.4,60090,27.683,367.82,364.9,0.0039876
439,5921.2,59829,36.13,338.44,221.59,0.20865
440,8516.8,58453,33.001,336.62,151.61,0.37895
441,6059,60037,23.21,545.11,225.24,0.41523
442,5822.2,59879,28.183,820.07,522.92,0.22126
442,5889.3,59383,22.508,909.4,842.21,0.038363
443,7678.8,60266,30.569,344.26,305.79,0.059179
444,5750.8,59313,29.673,622.9,680.52,-0.044207
445,7783.1,60066,34.552,192.54,212.31,-0.048812
445,8390.3,59430,35.946,253.52,155.85,0.23858
447,8264,60761,34.987,1215.7,484.87,0.42976
448,5708.2,59185,27.864,498.02,346.41,0.17954
449,8438.5,59909,27.865,316.75,169.13,0.30383
449,8609.1,58710,31.984,279.01,109.1,0.43777
450,7100.4,60435,27.294,161.63,315.75,-0.32284
450,8602.9,60060,25.454,572.52,401.05,0.17612
452,7984.8,60785,32.053,180.73,107.85,0.25255
454,7536.9,61384,22.881,610.39,211.2,0.48588
454,7762.6,58530,26.515,271.06,179.23,0.20394
456,8068.8,61357,30.691,371.36,231.2,0.23261
457,6906,61387,25.529,215.13,142.72,0.20237
457,8584.7,60029,38.302,686.96,486.4,0.17093
458,8622.7,59906,26.872,217.58,130.4,0.25053
459,5904.4,59549,37.87,190.79,101.52,0.30539
460,6404.1,58571,34.799,879.06,388.55,0.38696
