"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,36624,66732,27.942,468.63,360.07,0.131
400,38311,67502,9.9777,2241.8,1088.6,0.34627
402,38417,67763,23.324,1489.3,1233.7,0.093886
403,38573,66370,31.007,410.42,223.33,0.29521
403,38850,65059,36.332,224.25,349.5,-0.2183
404,38616,66284,31.571,657.7,239.05,0.46685
405,38140,65036,29.43,533.79,299.82,0.28068
406,36749,65469,37.432,356.87,214.9,0.24831
407,38584,66176,37.114,367.34,344.87,0.031562
409,38607,66113,28.091,694.52,388.09,0.28305
413,36655,66032,37.471,240.76,156.18,0.21306
413,37999,65568,31.804,188.48,116.16,0.23736
413,38306,66292,26.941,195.88,162.21,0.094035
414,36708,67524,35.739,674.31,237,0.47987
415,36449,66627,26.883,340.39,256.76,0.14004
415,38369,67408,18.487,1250,1575.7,-0.11525
417,38373,67445,24.041,632.61,733.13,-0.073597
419,38101,66241,27.494,329.3,206.96,0.22813
419,38307,67403,20.648,1358.8,1560.5,-0.069072
421,37966,66460,35.101,900.4,538.64,0.25139
421,38417,67417,24.905,883.47,1159.5,-0.13512
423,38127,66592,31.925,595.22,195.36,0.50577
424,36692,65348,28.717,989.57,505.11,0.32413
424,38301,67410,19.427,913.06,1161.7,-0.11984
424,38580,65093,33.354,557.16,256.18,0.37006
425,36789,65188,35.989,1384,614.35,0.38513
425,38838,65402,35.858,344.12,186.27,0.29761
426,36599,65259,28.314,234,171.77,0.15335
427,38285,67488,19.47,1500.7,1650.6,-0.047558
428,38447,67485,26.513,1509,1582.8,-0.023869
429,36311,66222,31.44,738.72,389.48,0.30956
429,38433,67507,13.807,1637.5,1144.5,0.1772
430,38374,67428,16.393,1218.6,1032.4,0.08273
431,38372,67443,16.093,1378.8,1229.3,0.057313
432,36463,66059,31.948,348.92,249.52,0.16611
432,38402,67444,15.435,1434.5,1064.5,0.14807
432,39189,67598,38.535,707.9,542.3,0.13245
435,38406,67418,18.54,1271.6,1136,0.056295
439,36740,64874,32.521,575.04,592.12,-0.01463
439,38173,65429,36.815,348.79,216.72,0.23353
440,38385,67431,18.67,1109.9,1193.9,-0.036472
440,38636,66364,38.03,205.32,111.01,0.29813
