"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
400,51030,30293,22.361,430.21,112.49,0.58543
400,51855,30452,28.151,427.02,228.65,0.30254
401,51871,28931,29.73,750.61,586.63,0.12262
401,52862,27762,27.014,537.84,180.16,0.49817
402,52019,29286,20.567,822.95,653.21,0.11499
404,52976,29084,23.428,247.79,140.54,0.2762
406,51352,28744,35.363,600.7,612.08,-0.009381
407,51437,28378,28.141,714.31,445.53,0.23174
407,52741,30376,22.425,1074.7,934.85,0.069586
408,52001,29828,23.582,321.58,135.92,0.40582
408,52753,27651,32.759,252.96,103.57,0.41902
408,52701,28786,28.26,580.39,308.44,0.30596
409,52446,30527,36.589,379.82,168.56,0.38523
410,51693,29461,31.701,1195.5,915.35,0.1327
411,52368,29179,29.238,430.18,192.69,0.38128
411,52639,30077,23.679,1507.1,456.02,0.53541
412,52596,30254,27.415,1208.8,927.13,0.13187
413,51041,29606,34.61,635.22,563.17,0.060124
413,51985,28815,31.355,325.72,287.72,0.061945
413,52554,30276,33.303,304.8,185.32,0.24378
415,50987,27878,34.633,139.34,105.44,0.13847
417,53084,27718,36.339,505.53,459.1,0.048137
418,51253,27647,28.897,1070,740.49,0.18198
418,51911,29511,31.167,428.77,254.32,0.25539
419,51231,27986,30.494,600.17,503.54,0.087554
419,51806,30482,33.765,368.89,215.64,0.26219
419,53106,28106,33.491,174.71,167.92,0.019808
420,51029,30228,32.372,280.65,356.2,-0.11864
420,52783,28752,34.963,1040.2,628.86,0.24645
421,50681,28749,31.092,733.89,573.69,0.12251
422,50621,28484,24.378,787.93,416.74,0.30813
422,53416,29107,31.73,304.93,249.55,0.099885
424,51649,27861,25.528,387.88,169.36,0.39216
424,52756,28898,26.613,551.72,363.21,0.20604
425,50686,29757,8.5448,1947.7,211.51,0.80408
426,50836,29922,31.753,402.03,355.9,0.060868
426,50979,28778,20.393,347.56,231.07,0.20132
426,52993,29270,19.822,722.28,643.89,0.05738
427,50773,28712,36.892,477.09,328.06,0.1851
427,51366,27712,28.522,550.51,288.61,0.31212
427,53030,30035,24.461,299.81,169.53,0.27757
429,53008,28018,26.833,503.49,302.04,0.25009
429,53082,29429,23.269,747.14,768.23,-0.013913
430,52860,28009,32.794,362.66,426.6,-0.081016
432,52864,28438,29.09,747.3,436.29,0.26277
433,50999,29410,15.441,497.46,608.56,-0.10045
434,50998,29354,16.389,747.87,848.12,-0.062817
434,52419,28126,26.355,561.55,353.23,0.22773
434,53147,27834,42.508,902.06,699.26,0.12665
435,51023,29332,21.522,494.44,800.64,-0.23644
435,52409,28299,35.51,1282.1,587.51,0.3715
435,53248,29489,32.775,549.57,105.95,0.67675
