"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
403,45831,22293,29.942,970.04,453.96,0.36242
404,45599,22073,30.472,632.38,326.59,0.31887
405,45549,23094,32.009,372.41,229.7,0.23702
405,45521,24491,29.809,259.47,194.49,0.14315
406,45644,24343,22.747,530.95,236.64,0.38341
407,45476,24538,24.086,313.19,173.5,0.28702
408,45692,22942,33.784,858.11,416.53,0.34643
409,45813,23818,21.534,705.14,599.65,0.080849
409,46539,23399,33.883,391.3,248.22,0.22373
412,46831,23654,33.141,803.55,414.03,0.31991
414,44578,22134,36.812,1362.4,1187.2,0.068691
414,46242,23059,35.451,414.54,665.84,-0.2326
415,44454,21833,28.406,2151.1,1336.5,0.23358
415,45453,23698,32.121,730.59,494.16,0.19304
415,46296,24044,35.808,885.91,765.3,0.073047
416,44672,21955,18.355,1605.5,1105.4,0.1845
416,45414,23783,31.006,897.01,217.53,0.60965
416,46489,23444,33.064,502.4,480.56,0.022224
417,45212,23760,34.057,555.12,500.1,0.052137
417,47389,21754,28.547,1004.2,669.52,0.19996
418,45191,23803,37.419,337.48,185.38,0.2909
422,44529,23244,28.037,928.64,1000.8,-0.037405
423,44993,22062,25.391,513.31,157.32,0.53083
424,45602,24518,18.858,782.61,472.16,0.24741
424,46573,22739,34.598,1106.5,349,0.52042
426,46656,22593,34.433,677.13,370.06,0.29324
428,44926,23746,20.529,1030.8,899.92,0.067804
429,45175,23729,31.512,432.88,372.31,0.075222
431,45188,23235,25.128,256.93,213.33,0.092709
432,45220,23241,17.548,666.33,630.76,0.027423
434,45328,21756,20.904,991.5,490.56,0.33801
434,46910,22660,22.518,1411.4,1086.3,0.13016
437,45206,22158,36.412,532.01,208.16,0.43754
438,44448,22384,27.866,649.93,337.29,0.31668
438,47275,23644,30.422,264.88,197.43,0.1459
440,44443,23613,23.918,1018.5,547.15,0.30105
440,45498,24107,20.029,457.24,361.96,0.11631
442,46382,23053,29.515,320.6,128.8,0.4268
443,44550,21576,33.029,491.94,258.51,0.31105
443,47342,24449,32.558,983.99,457.65,0.3651
445,44872,21815,25.233,585.81,479.69,0.099595
449,45239,24053,19.357,646.09,543.24,0.086477
450,47083,24252,19.565,864.55,317.09,0.4633
451,46925,24040,18.416,1097.7,425.56,0.44125
452,46319,23750,35.48,1510.8,905.7,0.2504
453,44984,23747,29.849,657.29,397.92,0.2458
455,47141,23823,31.495,912.96,167.64,0.68972
456,45375,21790,14.546,799.33,409.62,0.32235
458,44464,21682,26.168,2076.3,225.88,0.80377
458,46507,21671,38.212,906.77,262.32,0.55125
459,44485,21762,20.525,1468.6,178.06,0.78373
459,44621,23768,24.087,293.44,223.93,0.13435
460,44783,23452,35.79,444.25,305.61,0.18489
460,45794,24451,26.455,300.62,202.46,0.19511
461,44634,24087,28.858,823.35,736.84,0.055449
461,45712,24228,32.365,674.88,271.96,0.42555
462,44685,23837,15.607,2436.9,1365.6,0.28174
462,46619,22966,20.965,1108.3,955.02,0.074287
463,44708,22311,30.242,586.39,322.49,0.29037
464,46940,23909,31.436,529.97,201.65,0.44876
465,45420,21657,30.648,478.3,272.31,0.27444
465,46029,23934,12.902,930.1,1148.4,-0.10504
466,45827,21602,18.492,1087.9,459.92,0.40571
467,45657,21578,34.875,512.56,107.28,0.65384
469,46474,22350,33.995,396.06,290.56,0.15366
469,47012,23937,32.125,670.3,284.93,0.40344
470,46357,23852,29.638,715.18,122.16,0.70821
472,44946,24149,24.026,1192.1,806.05,0.19322
474,46112,21604,33.661,857.99,601.18,0.17599
475,46107,21751,29.664,349.69,178.51,0.32407
475,47128,23055,34.214,246.86,137.67,0.28393
476,45426,24099,22.407,512.75,375.18,0.15493
477,45077,24187,33.689,761.16,511.74,0.19595
478,45619,24137,28.205,1173.7,929.3,0.11621
480,46416,21716,27.584,1059.1,768.49,0.15902
480,46726,24488,32.547,354.49,156.14,0.38844
482,46155,23677,29.843,514.32,484.02,0.030348
483,46957,23827,29.859,758.71,239.31,0.52044
485,47225,21791,31.416,651.72,438.71,0.19535
489,46208,21564,33.274,190.53,110.64,0.26526
490,45465,23515,28.09,1154.7,897.04,0.12559
492,46699,21863,27.529,604.02,553.51,0.043635
493,45772,22483,26.075,349.31,252.75,0.16038
493,45819,23738,31.24,829.51,582.51,0.17493
493,46573,21801,25.051,473.05,333.88,0.17246
494,45303,22715,21.607,693.69,450.33,0.21272
495,45437,22907,25.582,1213.6,699.95,0.26844
496,45173,22094,26.315,1181.4,770.11,0.21075
496,47092,23048,39.184,322.34,227.02,0.17351
497,44922,21947,35.48,404.2,167.78,0.41334
497,47222,22885,35.057,925.02,775.36,0.088016
498,45621,23724,26.54,659.84,311.53,0.35857
499,45205,21625,28.75,675.85,314.49,0.36488
500,45413,23955,26.989,746.33,326.98,0.3907
501,44665,23737,27.421,1213,504.77,0.4123
501,46276,24529,32.06,850.63,861.75,-0.006497
506,45121,23812,23.807,545.27,403.33,0.14963
506,46627,24055,26.867,1137.1,574.97,0.32833
508,46191,21635,23.545,1350.7,628.61,0.36483
