"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
402,31123,65257,30.559,632.96,436.59,0.1836
402,31609,67510,35.133,653.98,229.4,0.48063
403,31098,65450,33.803,662.23,533.83,0.10735
403,32487,65773,31.578,189.91,120.09,0.22525
405,31995,67843,30.607,443.07,221.04,0.33432
407,32999,64878,33.652,268.07,210.35,0.12065
408,32883,65168,19.453,1025.8,583.2,0.27507
411,31297,65753,30.955,1115.9,524.66,0.3604
416,30739,65339,31.584,956.89,494.67,0.31843
417,32092,65814,28.407,277.45,202.57,0.15599
418,31663,67593,24.659,546.39,232.5,0.40301
419,30680,67038,27.806,552.51,338.92,0.23961
420,32503,65725,28.383,459.11,277.21,0.24703
421,30691,64982,35.581,563.56,170.87,0.5347
421,30894,67089,31.467,739.66,547.04,0.14971
421,32565,65823,32.118,277.32,198.79,0.16493
426,32388,65580,22.369,397.44,116.55,0.54649
427,31118,65647,28.795,327.57,313.03,0.022705
427,31609,65078,32.404,777.04,259.7,0.499
428,33002,67274,36.105,1276.2,457.6,0.47215
429,30607,65051,28.166,479.82,250.22,0.3145
429,32187,65201,34.234,588.82,365.43,0.23409
429,32481,65842,32.887,735.64,483.97,0.20635
430,31747,65503,33.837,594.35,422.07,0.1695
430,32388,67370,28.67,926.85,750.32,0.10525
434,31192,66400,22.695,455.7,391.05,0.076346
435,31312,66300,28.77,1143,584.52,0.32329
436,30341,64902,32.855,563.5,235.5,0.41051
437,31045,66961,34.782,190.74,152.72,0.11071
438,31762,67785,20.979,1473.9,867.55,0.25898
439,32777,66708,28.347,351.2,144.54,0.41689
442,31838,65479,33.179,518.76,286.55,0.28835
444,31560,66834,31.713,418.29,216.27,0.31836
445,30890,66616,23.543,403.7,227.84,0.27845
445,32448,65398,23.678,321.03,150.76,0.3609
447,30715,65491,37.684,460.46,242.3,0.31044
447,32644,65514,29.646,669.27,640.92,0.021639
448,30690,66369,31.689,606.29,497.93,0.098126
448,30918,67252,34.202,462.57,280.09,0.24572
448,32453,66199,31.589,369.72,266.86,0.16157
449,30640,66307,30.406,458.1,210.27,0.3708
450,32390,66211,29.17,494.91,265.65,0.30143
453,33116,65778,30.316,1317.2,1022.3,0.12607
