"frame","x [nm]","y [nm]","precision [nm]","green photons","red photons","GP"
415,19298,57446,33.896,250.73,150.54,0.24969
417,19999,57836,32.492,520.2,389.5,0.14367
435,19250,56761,34.58,350.15,204.11,0.26348
441,19554,57550,26.756,627.83,490.69,0.12261
454,19439,57638,36.495,881.91,291.94,0.5026
456,19353,57571,13.818,1968,738.56,0.45424
457,19337,57606,16.32,1902.1,515.75,0.57338
480,20890,57907,34.229,174.76,152.35,0.068511
538,20646,57425,33.622,719.36,290.16,0.42516
554,21095,58046,32.183,350.32,278.6,0.11403
567,18970,56939,32.955,613.61,512.43,0.089859
584,20949,56728,27.872,349.92,133.07,0.44899
597,19205,57879,36.65,359.93,234.82,0.21036
613,21056,56349,36.82,402.01,308.72,0.13125
619,21216,56069,34.958,224.66,299.55,-0.14287
621,19432,57910,31.495,1010.1,1049.6,-0.019178
625,19492,57227,33.764,349.82,188.98,0.2985
633,21141,58335,36.66,363.67,207.58,0.27323
653,20895,56529,38.276,302.93,375.49,-0.10695
656,21130,56506,35.373,876.83,420.01,0.35226
749,19345,57552,37.547,684.78,288.18,0.40762
757,19479,57584,31.941,1100.9,560.53,0.32526
770,19071,58411,36.575,585.35,480.6,0.098274
773,19574,57094,38.661,295.53,158.53,0.30173
788,21098,56509,30.043,922.76,507,0.29079
820,18360,57816,30.276,666.33,393.61,0.2573
835,19092,57815,36.358,641.59,313.35,0.34373
882,19153,56791,37.829,205.69,256.33,-0.10962
889,19272,57621,36.174,595.17,430.87,0.16013
890,19241,57695,27.516,1287.4,930.9,0.1607
899,18655,55902,38.766,275.01,179.05,0.21133
902,18935,56995,33.334,778.88,548.72,0.17337
924,20282,58103,34.575,213.95,105.81,0.33817
925,21041,57403,36.336,306.97,232.69,0.13763
944,21172,57174,36.367,284.9,193.04,0.1922
948,20751,56365,32.075,454.84,199.24,0.39079
949,20190,58150,39.438,204.76,182.06,0.058683
961,19420,57709,35.361,1406.1,1188.1,0.084019
962,18945,57628,33.196,1093.8,730.87,0.19889
974,18868,58536,32.254,708.14,397.92,0.28047
997,20813,57626,36.173,468.61,167.12,0.47424
